"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"ClasseProfilTravSectionnee-2019-01-01-profil";"ClasseProfilTravSectionnee-2019-01-01-profil_lib";"ItiEuropeen-2015-01-01-ItiEuropeen";"Macro_sections-2019-01-01-CodeMacroSection";"Macro_sections-2019-01-01-MacroSectionEquipee";"Macro_sections-2019-01-01-NomStationRef";"Macro_sections-2019-01-01-CodeSiredoStationRef";"Macro_sections-2019-01-01-TypeStationRef";"Macro_sections-2019-01-01-TypeStationRef_lib";"Macro_sections-2019-01-01-DateStationRef";"Macro_sections-2019-01-01-IndiceNational";"Macro_sections-2019-01-01-sectionnement_gestionnaire";"sousReseauIndice-2019-01-01-sousReseauIndice";"sousReseauIndice-2019-01-01-sousReseauIndice_lib";"sectionnement_departement";"sectionnement_gestionnaire"
"12295";"2019-01-01";"A0007";"2193";"262";"13";"N";"120";"276581";"882932,67";"6261723,36";"0";"264";"13";"N";"300";"278774";"884415,27";"6260124,23";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M5";"0";"";"";"";"";"2019-06-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12296";"2019-01-01";"A0007";"61,2";"264";"13";"N";"300";"278774";"884415,27";"6260124,23";"0";"264";"13";"N";"361,2";"278835,2";"884461,15";"6260083,66";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M6";"1";"L_AGAVON_MERE";"MM713.I";"2";"QT, TT, VT, LC, VC";"1996-01-01";"1";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12297";"2019-01-01";"A0007";"1498,8";"264";"13";"N";"361,2";"278835,2";"884461,15";"6260083,66";"0";"265";"13";"N";"968";"280334";"885577,51";"6259108,77";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E714";"A0007_M6";"1";"L_AGAVON_MERE";"MM713.I";"2";"QT, TT, VT, LC, VC";"1996-01-01";"1";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12302";"2019-01-01";"A0007";"72";"265";"13";"N";"968";"280334";"885577,51";"6259108,77";"0";"265";"13";"N";"1040";"280406";"885641,21";"6259077,08";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M6";"1";"L_AGAVON_MERE";"MM713.I";"2";"QT, TT, VT, LC, VC";"1996-01-01";"1";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section1_12302";"2019-01-01";"A0007";"1357";"265";"13";"N";"1040";"280406";"885641,21";"6259077,08";"0";"267";"13";"N";"280";"281763";"886958,06";"6258769,64";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M7";"1";"LES_PENNES_MIR";"MM713.N";"2";"QT, TT, VT, LC, VC";"1996-01-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section2_12302";"2019-01-01";"A0007";"3311";"267";"13";"N";"280";"281763";"886958,06";"6258769,64";"0";"270";"13";"N";"585";"285074";"890116,18";"6258747,66";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M8";"1";"PENNES_MIRABEAU";"MM713.R";"2";"QT, TT, VT, LC, VC";"1996-01-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12307";"2019-01-01";"A0007";"1025";"270";"13";"N";"585";"285074";"890116,18";"6258747,66";"0";"271";"13";"N";"620";"286099";"890530,24";"6257837,16";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M9";"1";"SEPTEMES_A7";"MM713.U";"2";"QT, TT, VT, LC, VC";"1996-01-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section1_12307";"2019-01-01";"A0007";"1025";"270";"13";"N";"585";"285074";"890116,18";"6258747,66";"0";"271";"13";"N";"620";"286099";"890530,24";"6257837,16";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E712";"A0007_M9";"1";"SEPTEMES_A7";"MM713.U";"2";"QT, TT, VT, LC, VC";"1996-01-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12309";"2019-01-01";"A0007";"1";"271";"13";"N";"620";"286099";"890530,24";"6257837,16";"0";"271";"13";"N";"621";"286100";"890530,4";"6257836,17";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section1_12309";"2019-01-01";"A0007";"1";"271";"13";"N";"620";"286099";"890530,24";"6257837,16";"0";"271";"13";"N";"621";"286100";"890530,4";"6257836,17";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E712";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section2_12309";"2019-01-01";"A0007";"645,8";"271";"13";"N";"621";"286100";"890530,4";"6257836,17";"0";"272";"13";"N";"269,8";"286745,8";"890552,58";"6257191,48";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E714";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section3_12309";"2019-01-01";"A0007";"645,8";"271";"13";"N";"621";"286100";"890530,4";"6257836,17";"0";"272";"13";"N";"269,8";"286745,8";"890552,58";"6257191,48";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E712";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12310";"2019-01-01";"A0007";"6668,2";"272";"13";"N";"269,8";"286745,8";"890552,58";"6257191,48";"0";"278";"13";"N";"915";"293414";"892864,22";"6251270,9";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E714";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"EYf2Sl5_section1_12310";"2019-01-01";"A0007";"6668,2";"272";"13";"N";"269,8";"286745,8";"890552,58";"6257191,48";"0";"278";"13";"N";"915";"293414";"892864,22";"6251270,9";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E712";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12317";"2019-01-01";"A0007";"1763,3";"278";"13";"N";"915";"293414";"892864,22";"6251270,9";"0";"280";"13";"N";"687,3";"295177,3";"892929,97";"6249519,86";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12320";"2019-01-01";"A0007";"1419,7";"280";"13";"N";"687,3";"295177,3";"892929,97";"6249519,86";"0";"282";"13";"N";"100";"296597";"892796,93";"6248108,98";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
"12333";"2019-01-01";"A0010";"14017";"0";"91";"N";"0";"0";"650111,04";"6849354,31";"0";"0";"91";"C";"0";"14017";"640733,53";"6841509,72";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"12337";"2019-01-01";"A0012";"573";"0";"78";"N";"0";"0";"634267,54";"6860532,87";"0";"0";"78";"N";"573";"573";"633704,85";"6860622,14";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"dGby2ID_section1_12337";"2019-01-01";"A0012";"400";"0";"78";"N";"573";"573";"633704,85";"6860622,14";"0";"0";"78";"N";"973";"973";"633409,66";"6860375,92";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E5";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"0ducadI_section1_12338";"2019-01-01";"A0012";"3696,4";"0";"78";"N";"973";"973";"633409,66";"6860375,92";"0";"4";"78";"N";"246,4";"4669,4";"631006,81";"6857569,36";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E5";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12339";"2019-01-01";"A0012";"833,6";"4";"78";"N";"246,4";"4669,4";"631006,81";"6857569,36";"0";"5";"78";"N";"79";"5503";"630503,12";"6856899,77";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E5";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"dGby2ID_section1_12339";"2019-01-01";"A0012";"1609";"5";"78";"N";"79";"5503";"630503,12";"6856899,77";"0";"6";"78";"N";"685";"7112";"629653,05";"6855540,14";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E5";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12340";"2019-01-01";"A0012";"1615";"6";"78";"N";"685";"7112";"629653,05";"6855540,14";"0";"8";"78";"N";"301";"8727";"628901,11";"6854112,87";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12353";"2019-01-01";"A0013";"518,3";"0";"75";"N";"0";"0";"645319,61";"6860972,73";"0";"0";"75";"N";"518,3";"518,3";"645009,37";"6861229,06";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"75";"DIRIF"
"12354";"2019-01-01";"A0013";"101,7";"0";"75";"N";"518,3";"518,3";"645009,37";"6861229,06";"0";"0";"75";"N";"620";"620";"644917,03";"6861187,76";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"75";"DIRIF"
"VTkbedA_section1_12354";"2019-01-01";"A0013";"123,4";"0";"75";"N";"620";"620";"644917,03";"6861187,76";"0";"0";"75";"N";"743,4";"743,4";"644792,62";"6861187,28";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"75";"DIRIF"
"12355";"2019-01-01";"A0013";"441,6";"0";"75";"N";"743,4";"743,4";"644792,62";"6861187,28";"0";"1";"92";"N";"0";"1185";"644347,86";"6861200,57";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"75";"DIRIF"
"VTkbedA_section1_12355";"2019-01-01";"A0013";"885";"1";"92";"N";"0";"1185";"644347,86";"6861200,57";"0";"2";"92";"N";"0";"2070";"643465,44";"6861222,85";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12357";"2019-01-01";"A0013";"1796,9";"2";"92";"N";"0";"2070";"643465,44";"6861222,85";"0";"3";"92";"N";"789,9";"3866,9";"642297,75";"6860229,2";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12358";"2019-01-01";"A0013";"5015,1";"3";"92";"N";"789,9";"3866,9";"642297,75";"6860229,2";"0";"9";"78";"N";"0";"8882";"637418,67";"6859396,3";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"VTkbedA_section1_12358";"2019-01-01";"A0013";"3443";"9";"78";"N";"0";"8882";"637418,67";"6859396,3";"0";"12";"78";"N";"250";"12325";"634216,68";"6860539,25";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12360";"2019-01-01";"A0013";"751";"12";"78";"N";"250";"12325";"634216,68";"6860539,25";"0";"13";"78";"N";"0";"13076";"633494,46";"6860661,04";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12361";"2019-01-01";"A0013";"12541";"13";"78";"N";"0";"13076";"633494,46";"6860661,04";"0";"25";"78";"N";"515";"25617";"626570,98";"6869962,8";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E5";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"78";"DIRIF"
"12368";"2019-01-01";"A0014";"690";"0";"92";"N";"0";"0";"643905,7";"6866154,98";"0";"2";"92";"N";"50";"690";"643298";"6866452,4";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12369";"2019-01-01";"A0014";"1250";"2";"92";"N";"50";"690";"643298";"6866452,4";"0";"3";"92";"N";"300";"1940";"642153,03";"6866953,99";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12370";"2019-01-01";"A0014";"1100";"3";"92";"N";"300";"1940";"642153,03";"6866953,99";"0";"4";"92";"N";"400";"3040";"641168,51";"6867412,07";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12371";"2019-01-01";"A0014";"150";"4";"92";"N";"400";"3040";"641168,51";"6867412,07";"0";"5";"92";"C";"0";"3190";"641056,93";"6867516,24";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"12386";"2019-01-01";"A0015";"1950";"0";"92";"N";"0";"0";"648602,79";"6871080,85";"0";"6";"95";"N";"0";"1950";"647304,85";"6872434,22";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"faJz7qT_section1_12386";"2019-01-01";"A0015";"1270";"6";"95";"N";"0";"1950";"647304,85";"6872434,22";"0";"7";"95";"N";"150";"3220";"646747,8";"6873527,37";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"2nIQkNF_section1_12388";"2019-01-01";"A0015";"230";"7";"95";"N";"150";"3220";"646747,8";"6873527,37";"0";"7";"95";"N";"380";"3450";"646566,53";"6873669,3";"0";"I";"0";"ACCROCHE";">2*4V";">2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"faJz7qT_section2_12388";"2019-01-01";"A0015";"921";"7";"95";"N";"380";"3450";"646566,53";"6873669,3";"0";"8";"95";"N";"300";"4371";"645811,05";"6874195,13";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12391";"2019-01-01";"A0015";"199,9";"8";"95";"N";"300";"4371";"645811,05";"6874195,13";"0";"8";"95";"N";"499,9";"4570,9";"645634,14";"6874287,96";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12392";"2019-01-01";"A0015";"937,3";"8";"95";"N";"499,9";"4570,9";"645634,14";"6874287,96";"0";"9";"95";"N";"440,2";"5508,2";"644977,24";"6874915,27";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12393";"2019-01-01";"A0015";"5572,8";"9";"95";"N";"440,2";"5508,2";"644977,24";"6874915,27";"0";"15";"95";"N";"6";"11081";"640170,14";"6877599,08";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12395";"2019-01-01";"A0015";"2787";"15";"95";"N";"6";"11081";"640170,14";"6877599,08";"0";"17";"95";"N";"790";"13868";"638033,8";"6879375,29";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"2nIQkNF_section1_12396";"2019-01-01";"A0015";"40,2";"17";"95";"N";"790";"13868";"638033,8";"6879375,29";"0";"17";"95";"N";"830,2";"13908,2";"638001,1";"6879398,61";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12397";"2019-01-01";"A0015";"3311,8";"17";"95";"N";"830,2";"13908,2";"638001,1";"6879398,61";"0";"21";"95";"N";"135";"17220";"635624,66";"6881633,34";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"2nIQkNF_section1_12398";"2019-01-01";"A0015";"430";"21";"95";"N";"135";"17220";"635624,66";"6881633,34";"0";"21";"95";"N";"565";"17650";"635203,24";"6881718,47";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"faJz7qT_section2_12398";"2019-01-01";"A0015";"682";"21";"95";"N";"565";"17650";"635203,24";"6881718,47";"0";"22";"95";"N";"245";"18332";"634546,9";"6881902,49";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"faJz7qT_section3_12398";"2019-01-01";"A0015";"1495";"22";"95";"N";"245";"18332";"634546,9";"6881902,49";"0";"23";"95";"N";"740";"19827";"633185,34";"6882516,46";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"faJz7qT_section4_12398";"2019-01-01";"A0015";"495";"23";"95";"N";"740";"19827";"633185,34";"6882516,46";"0";"24";"95";"N";"235";"20322";"632782,8";"6882801,1";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"2nIQkNF_section1_12399";"2019-01-01";"A0015";"766";"24";"95";"N";"235";"20322";"632782,8";"6882801,1";"0";"24";"95";"N";"1001";"21088";"632260,87";"6883356,66";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"A0015_M4";"1";"A15_PIERRELAYE";"MI595.B";"3";"QT, TT, VT, LC, VC, KC";"1992-10-01";"0";"DIRIF";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12420";"2019-01-01";"A0016";"2080";"0";"93";"N";"0";"0";"655944,08";"6869706,95";"0";"1";"93";"N";"1059";"2080";"657059,51";"6871049,67";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"DIRN_VOIE-484";"2019-01-01";"A0016";"27248";"50";"62";"N";"0";"220569";"604448,66";"7071073,71";"0";"78";"62";"N";"455";"247817";"615663,04";"7092947,52";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E402";"A0016_M2";"1";"LEUBRINGHEM";"MLP62.7";"3";"QT, TT, VT, LC, VC, KC";"2015-02-01";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"lVD6olp_section1_DIRN_VOIE-484";"2019-01-01";"A0016";"2545";"78";"62";"N";"455";"247817";"615663,04";"7092947,52";"0";"81";"62";"N";"0";"250362";"617106,18";"7094561,54";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E402";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-485";"2019-01-01";"A0016";"688,3";"81";"62";"N";"0";"250362";"617106,18";"7094561,54";"0";"81";"62";"N";"688,3";"251050,3";"617774,27";"7094399,6";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E402";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-486";"2019-01-01";"A0016";"411,7";"81";"62";"N";"688,3";"251050,3";"617774,27";"7094399,6";"0";"82";"62";"N";"100";"251462";"618152,53";"7094234,01";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E402";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"lVD6olp_section1_DIRN_VOIE-486";"2019-01-01";"A0016";"2269";"82";"62";"N";"100";"251462";"618152,53";"7094234,01";"0";"84";"62";"N";"378";"253731";"620363,9";"7093851,63";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"lVD6olp_section2_DIRN_VOIE-486";"2019-01-01";"A0016";"1592";"84";"62";"N";"378";"253731";"620363,9";"7093851,63";"0";"86";"62";"N";"0";"255323";"621894,53";"7093642,39";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-487";"2019-01-01";"A0016";"80,1";"86";"62";"N";"0";"255323";"621894,53";"7093642,39";"0";"86";"62";"N";"80,1";"255403,1";"621971,91";"7093662,68";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-488";"2019-01-01";"A0016";"201,4";"86";"62";"N";"80,1";"255403,1";"621971,91";"7093662,68";"0";"86";"62";"N";"281,5";"255604,5";"622165,97";"7093716,16";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-489";"2019-01-01";"A0016";"349,7";"86";"62";"N";"281,5";"255604,5";"622165,97";"7093716,16";"0";"86";"62";"N";"631,2";"255954,2";"622505,45";"7093798,49";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"DIRN_VOIE-490";"2019-01-01";"A0016";"518,8";"86";"62";"N";"631,2";"255954,2";"622505,45";"7093798,49";"0";"87";"62";"N";"150";"256473";"623020,4";"7093852,51";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"lVD6olp_section1_DIRN_VOIE-490";"2019-01-01";"A0016";"16714";"87";"62";"N";"150";"256473";"623020,4";"7093852,51";"0";"103";"62";"N";"900";"273187";"639274,34";"7095589,05";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"A0016_M5";"1";"CALAIX_MARCK";"MLp62.1";"2";"QT, TT, VT, LC, VC";"2010-02-01";"0";"DIRN";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"lVD6olp_section2_DIRN_VOIE-490";"2019-01-01";"A0016";"6893";"103";"62";"N";"900";"273187";"639274,34";"7095589,05";"0";"110";"59";"N";"800";"280080";"645246,25";"7097699,64";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"A0016_M5";"1";"CALAIX_MARCK";"MLp62.1";"2";"QT, TT, VT, LC, VC";"2010-02-01";"0";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"lVD6olp_section3_DIRN_VOIE-490";"2019-01-01";"A0016";"11305";"110";"59";"N";"800";"280080";"645246,25";"7097699,64";"0";"122";"59";"N";"113";"291385";"654982,56";"7102037,03";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"V0YYRVf_section1_DIRN_VOIE-502";"2019-01-01";"A0016";"3134";"122";"59";"N";"113";"291385";"654982,56";"7102037,03";"0";"125";"59";"N";"247";"294519";"658020,85";"7102678,93";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"V0YYRVf_section1_DIRN_VOIE-504";"2019-01-01";"A0016";"753";"125";"59";"N";"247";"294519";"658020,85";"7102678,93";"0";"126";"59";"N";"0";"295272";"658683,23";"7103045,63";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"V0YYRVf_section1_DIRN_VOIE-506";"2019-01-01";"A0016";"11656";"126";"59";"N";"0";"295272";"658683,23";"7103045,63";"0";"137";"59";"N";"656";"306928";"669269,85";"7106914,99";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E40";"A0016_M10";"1";"GHYVELDE";"ML159.G";"3";"QT, TT, VT, LC, VC, KC";"1993-06-18";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"12458";"2019-01-01";"A0020";"2674";"0";"18";"N";"0";"0";"628955,15";"6683058,84";"0";"2";"18";"N";"675";"2674";"627074,78";"6681704,13";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E9";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"18";"DIRCO"
"XQYYJvR_section1_12458";"2019-01-01";"A0020";"20164";"2";"18";"N";"675";"2674";"627074,78";"6681704,13";"0";"23";"36";"N";"0";"22838";"614815,36";"6667580,64";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E9";"A0020_M2";"1";"MASSAY";"MDC18.2";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRCO";"1";"Autoroute non concédée interurbaine";"18";"DIRCO"
